feature_index,feature_name,importance_score
0,high_std_0,79.551
1,low_std_0,53.5
2,close_std_0,67.453
3,daily_return_std_0,34.641
4,log_return_std_0,34.404
5,volume_change_std_0,37.954
6,relative_volume_std_0,86.204
7,log_volume_0,18.486
8,high_low_range_std_0,22.119
9,excess_return_std_0,120.132
10,open_std_1,84.422
11,high_std_1,40.791
12,low_std_1,90.419
13,close_std_1,39.557
14,daily_return_std_1,17.769
15,log_return_std_1,17.612
16,volume_change_std_1,20.559
17,relative_volume_std_1,23.865
18,log_volume_1,17.986
19,high_low_range_std_1,21.797
20,excess_return_std_1,18.436
21,open_std_2,85.068
22,high_std_2,95.954
23,low_std_2,60.783
24,close_std_2,45.231
25,daily_return_std_2,19.192
26,log_return_std_2,21.955
27,volume_change_std_2,18.769
28,relative_volume_std_2,21.566
29,log_volume_2,17.91
30,high_low_range_std_2,23.189
31,excess_return_std_2,20.539
